         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 xlib.py:2331(struct__XIC)
        1    0.000    0.000    0.000    0.000 base.py:205(ObjectSpace)
        1    0.000    0.000    0.000    0.000 threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:39(Color)
        1    0.000    0.000    0.000    0.000 xinput.py:602(struct_anon_107)
        1    0.000    0.000    0.000    0.000 xinput.py:1249(struct_anon_132)
        1    0.000    0.000    0.000    0.000 xinput.py:1308(struct_anon_137)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 base.py:14(DeviceException)
        1    0.000    0.000    0.000    0.000 query.py:82(ctx)
        1    0.000    0.000    0.000    0.000 __init__.py:109(WindowException)
        1    0.000    0.000    0.000    0.000 clock.py:509(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat.py:143(make_func_with_cell)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:90(Sharpness)
        1    0.000    0.000    0.000    0.000 events.py:93(UIOnClickEvent)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 exceptions.py:2(MediaException)
        1    0.000    0.000    0.000    0.000 wave.py:118(get_encoders)
        1    0.000    0.000    0.000    0.000 thread.py:112(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 __init__.py:250(CheckerImagePattern)
        2    0.000    0.000    0.000    0.000 shader.py:757(id)
        1    0.000    0.000    0.000    0.000 xlib.py:2376(struct_anon_86)
        1    0.000    0.000    0.000    0.000 xlib.py:1212(struct_anon_39)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:242(DETAIL)
        1    0.000    0.000    0.000    0.000 xinput.py:1127(struct__XKeyInfo)
        1    0.000    0.000    0.000    0.000 xinput.py:1260(struct_anon_133)
        1    0.000    0.000    0.000    0.000 __init__.py:27(MediaEncoder)
        1    0.000    0.000    0.000    0.000 wave.py:82(Error)
        1    0.000    0.000    0.000    0.000 xlib.py:4865(struct_anon_102)
        1    0.000    0.000    0.000    0.000 __init__.py:162(DefaultMouseCursor)
        1    0.000    0.000    0.000    0.000 xlib.py:1335(struct_anon_43)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:53(Point)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1100(_fdat)
        1    0.000    0.000    0.000    0.000 events.py:68(UIKeyPressEvent)
        1    0.000    0.000    0.000    0.000 events.py:73(UIKeyReleaseEvent)
        1    0.000    0.000    0.000    0.000 xinput.py:1025(struct_anon_129)
        1    0.000    0.000    0.000    0.000 xinput.py:1107(struct__XDeviceInfo)
        1    0.000    0.000    0.000    0.000 xlib.py:1648(struct_anon_56)
        1    0.000    0.000    0.000    0.000 xlib.py:444(struct_anon_16)
        1    0.000    0.000    0.000    0.000 setters.py:12(pipe)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:45(Ellipse)
        1    0.000    0.000    0.000    0.000 synthesis.py:269(Square)
        1    0.000    0.000    0.000    0.000 png.py:327(FormatError)
        1    0.000    0.000    0.000    0.000 xlib.py:1923(struct_anon_68)
        1    0.000    0.000    0.000    0.000 xlib.py:2059(struct_anon_71)
        1    0.000    0.000    0.000    0.000 xlib.py:2292(struct_anon_83)
        1    0.000    0.000    0.000    0.000 xlib.py:2316(struct__XIM)
        1    0.000    0.000    0.000    0.000 xlib.py:2541(struct__XIMPreeditCaretCallbackStruct)
        1    0.000    0.000    0.000    0.000 xlib.py:2606(struct_anon_94)
        1    0.000    0.000    0.000    0.000 xlib.py:4894(struct__XRegion)
        1    0.000    0.000    0.000    0.000 xlib.py:1525(struct_anon_51)
        1    0.000    0.000    0.000    0.000 xlib.py:1544(struct_anon_52)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 xinput.py:497(struct_anon_102)
        1    0.000    0.000    0.000    0.000 xinput.py:1174(struct__XButtonInfo)
        1    0.000    0.000    0.000    0.000 xinput.py:1284(struct_anon_135)
        1    0.000    0.000    0.000    0.000 xinput.py:1295(struct_anon_136)
        1    0.000    0.000    0.000    0.000 __init__.py:6(fragment)
        1    0.000    0.000    0.000    0.000 xlib.py:2143(struct_anon_75)
        1    0.000    0.000    0.000    0.000 xlib.py:2244(struct_anon_79)
        1    0.000    0.000    0.000    0.000 xlib.py:4821(struct_anon_99)
        1    0.000    0.000    0.000    0.000 clock.py:535(get_default)
        1    0.000    0.000    0.000    0.000 xlib.py:525(struct_anon_18)
        1    0.000    0.000    0.000    0.000 xlib.py:548(struct_anon_19)
        1    0.000    0.000    0.000    0.000 xlib.py:854(struct_anon_28)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 ImageFilter.py:218(BLUR)
        1    0.000    0.000    0.000    0.000 xinput.py:512(struct_anon_103)
        1    0.000    0.000    0.000    0.000 xinput.py:642(struct_anon_109)
        1    0.000    0.000    0.000    0.000 xlib.py:1940(struct_anon_69)
        1    0.000    0.000    0.000    0.000 xlib.py:1959(struct_anon_70)
        1    0.000    0.000    0.000    0.000 xlib.py:2188(struct_anon_78)
        1    0.000    0.000    0.000    0.000 xlib.py:2387(struct_anon_87)
        1    0.000    0.000    0.000    0.000 xlib.py:733(struct_anon_25)
        1    0.000    0.000    0.000    0.000 xlib.py:880(struct_anon_30)
        2    0.000    0.000    0.000    0.000 xlib.py:114(is_complete)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:57(Contrast)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:275(EMBOSS)
        1    0.000    0.000    0.000    0.000 xinput.py:749(struct_anon_115)
        1    0.000    0.000    0.000    0.000 xinput.py:1230(struct__XValuatorInfo)
        1    0.000    0.000    0.000    0.000 libavcodec.py:42(AVPacket)
        1    0.000    0.000    0.000    0.000 xlib.py:1604(struct_anon_54)
        1    0.000    0.000    0.000    0.000 xlib.py:2437(struct__XIMPreeditStateNotifyCallbackStruct)
        1    0.000    0.000    0.000    0.000 __init__.py:114(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 __init__.py:52(AppException)
        1    0.000    0.000    0.000    0.000 xlib.py:914(struct_anon_32)
        1    0.000    0.000    0.000    0.000 xlib.py:1065(struct__XPrivate)
        1    0.000    0.000    0.000    0.000 xlib.py:1293(struct_anon_41)
        1    0.000    0.000    0.000    0.000 xlib.py:1433(struct_anon_47)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 libavformat.py:156(AVFormatInternal)
        1    0.000    0.000    0.000    0.000 xinput.py:768(struct_anon_116)
        1    0.000    0.000    0.000    0.000 xinput.py:865(struct_anon_121)
        1    0.000    0.000    0.000    0.000 xinput.py:939(struct_anon_125)
        1    0.000    0.000    0.000    0.000 xinput.py:1099(struct__XDeviceInfo)
        1    0.000    0.000    0.000    0.000 xinput.py:1202(struct__XAxisInfo)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:70(FFmpegException)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 shader.py:13(ShaderException)
        1    0.000    0.000    0.000    0.000 xlib.py:1855(struct_anon_65)
        1    0.000    0.000    0.000    0.000 xlib.py:2128(struct_anon_74)
        1    0.000    0.000    0.000    0.000 xlib.py:2463(struct_anon_89)
        1    0.000    0.000    0.000    0.000 xlib.py:2579(struct__XIMHotKeyTrigger)
        1    0.000    0.000    0.000    0.000 xlib.py:667(struct_anon_23)
        1    0.000    0.000    0.000    0.000 xlib.py:748(struct__XImage)
        1    0.000    0.000    0.000    0.000 wave.py:11(WAVEDecodeException)
        1    0.000    0.000    0.000    0.000 libavcodec.py:71(AVCodecParserContext)
        1    0.000    0.000    0.000    0.000 __init__.py:83(ImageDecodeException)
        1    0.000    0.000    0.000    0.000 gif.py:16(GIFImage)
        1    0.000    0.000    0.000    0.000 xlib.py:1769(struct_anon_61)
        1    0.000    0.000    0.000    0.000 xlib.py:2169(struct_anon_77)
        1    0.000    0.000    0.000    0.000 xlib.py:2259(struct_anon_80)
        1    0.000    0.000    0.000    0.000 xlib.py:510(struct__XGC)
        1    0.000    0.000    0.000    0.000 __init__.py:56(AttrsInstance)
        1    0.000    0.000    0.000    0.000 layout.py:767(IncrementalTextLayoutGroup)
        1    0.000    0.000    0.000    0.000 xinput.py:814(struct_anon_118)
        1    0.000    0.000    0.000    0.000 xinput.py:912(struct_anon_124)
        1    0.000    0.000    0.000    0.000 xinput.py:1092(struct__XDeviceInfo)
        1    0.000    0.000    0.000    0.000 pil.py:44(get_file_extensions)
        1    0.000    0.000    0.000    0.000 xlib.py:1902(struct_anon_67)
        1    0.000    0.000    0.000    0.000 xlib.py:2274(struct_anon_81)
        1    0.000    0.000    0.000    0.000 xlib.py:2558(struct__XIMStatusDrawCallbackStruct)
        1    0.000    0.000    0.000    0.000 xlib.py:2592(struct__XIMHotKeyTriggers)
        1    0.000    0.000    0.000    0.000 xlib.py:4887(struct__XRegion)
        1    0.000    0.000    0.000    0.000 xlib.py:768(struct_funcs)
        1    0.000    0.000    0.000    0.000 xlib.py:895(struct_anon_31)
        1    0.000    0.000    0.000    0.000 xlib.py:971(struct_anon_35)
        1    0.000    0.000    0.000    0.000 xlib.py:1571(struct_anon_53)
        1    0.000    0.000    0.000    0.000 util.py:250(DecodeException)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 exception.py:1(UnknownFormat)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 xinput.py:736(struct_anon_114)
        1    0.000    0.000    0.000    0.000 xinput.py:1166(struct__XButtonInfo)
        1    0.000    0.000    0.000    0.000 png.py:342(ChunkError)
        1    0.000    0.000    0.000    0.000 png.py:346(Default)
        1    0.000    0.000    0.000    0.000 xlib.py:2154(struct_anon_76)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 application.py:1067(on_resize)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:74(Brightness)
        1    0.000    0.000    0.000    0.000 libswscale.py:32(SwsFilter)
        1    0.000    0.000    0.000    0.000 xinput.py:848(struct_anon_120)
        1    0.000    0.000    0.000    0.000 xinput.py:1012(struct_anon_128)
        1    0.000    0.000    0.000    0.000 xinput.py:1215(struct__XValuatorInfo)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 png.py:335(ProtocolError)
        1    0.000    0.000    0.000    0.000 xlib.py:1627(struct_anon_55)
        1    0.000    0.000    0.000    0.000 xlib.py:1683(struct_anon_57)
        1    0.000    0.000    0.000    0.000 xlib.py:1725(struct_anon_59)
        1    0.000    0.000    0.000    0.000 xlib.py:1821(struct_anon_63)
        1    0.000    0.000    0.000    0.000 xlib.py:2323(struct__XIM)
        1    0.000    0.000    0.000    0.000 xlib.py:2415(struct_anon_88)
        1    0.000    0.000    0.000    0.000 xlib.py:989(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 resource.py:838(path)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 application.py:961(on_show)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(FrozenAttributeError)
        1    0.000    0.000    0.000    0.000 libavformat.py:45(AVOutputFormat)
        1    0.000    0.000    0.000    0.000 xinput.py:966(struct_anon_126)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 xlib.py:2214(struct__XOC)
        1    0.000    0.000    0.000    0.000 xlib.py:1051(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
